Country/Region code,Country/Region name,Local authority code,Local authority name,"Table 5a - Median house price by local authority district, England and Wales, year ending September 1997 to 2025 (£)","Table 5b - Median gross annual workplace-based earnings by local authority district, England and Wales, 1997 to 2025 (£)","Table 5c - Ratio of median house price to median gross annual workplace-based earnings by local authority district, England and Wales, 1997 to 2025","Table 6a - Lower quartile house price by local authority district, England and Wales, year ending September 1997 to 2025 (£)","Table 6b - Lower quartile gross annual workplace-based earnings by local authority district, England and Wales, 1997 to 2025 (£)","Table 6c - Ratio of lower quartile house price to lower quartile gross annual workplace-based earnings by local authority district, England and Wales, 1997 to 2025"
E12000009,South West,E06000059,Dorset,349000,35311,9.88,255000,26922,9.47
